Rank,Name,Age,Link,Favorites,Animeography,PFP
1166,"Kanbara, Akihito",undefined,https://myanimelist.net/character/81757/Akihito_Kanbara,1438,"Kyoto Animation: Megane-hen, Kyoukai no Kanata, Kyoukai no Kanata: Mini Gekijou",https://cdn.myanimelist.net/images/characters/5/228759.jpg
1167,D,undefined,https://myanimelist.net/character/1018/D,1438,"Vampire Hunter D (2000), Vampire Hunter D",https://cdn.myanimelist.net/images/characters/11/510954.jpg
1168,"Oze, Maki",19,https://myanimelist.net/character/133768/Maki_Oze,1436,"Enen no Shouboutai, Enen no Shouboutai: Ni no Shou, Enen no Shouboutai Mini Anime",https://cdn.myanimelist.net/images/characters/13/472215.jpg
1169,Anzu,undefined,https://myanimelist.net/character/111045/Anzu,1436,Hinamatsuri,https://cdn.myanimelist.net/images/characters/9/346462.jpg
1170,"Shirakiin, Ririchiyo",15,https://myanimelist.net/character/47005/Ririchiyo_Shirakiin,1436,"Inu x Boku SS, Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto",https://cdn.myanimelist.net/images/characters/4/146293.jpg
1171,"Fujisaki, Yuusuke",16,https://myanimelist.net/character/17244/Yuusuke_Fujisaki,1435,"SKET Dance, SKET Dance: Tettei Bunseki Special, SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi",https://cdn.myanimelist.net/images/characters/16/271097.jpg
1172,"Shinsou, Hitoshi",15,https://myanimelist.net/character/125935/Hitoshi_Shinsou,1434,"Boku no Hero Academia 2nd Season, Boku no Hero Academia 3rd Season, Boku no Hero Academia 4th Season",https://cdn.myanimelist.net/images/characters/4/398855.jpg
1173,Joker,28,https://myanimelist.net/character/140507/Joker,1432,"Enen no Shouboutai, Enen no Shouboutai: Ni no Shou, Enen no Shouboutai Mini Anime",https://cdn.myanimelist.net/images/characters/10/503405.jpg
1174,"Konoe, Subaru",16,https://myanimelist.net/character/41374/Subaru_Konoe,1432,Mayo Chiki!,https://cdn.myanimelist.net/images/characters/3/259063.jpg
1175,Trunks,undefined,https://myanimelist.net/character/2707/Trunks,1432,"Dragon Ball GT, Dragon Ball Z Movie 10: Kiken na Futari! Super Senshi wa Nemurenai, Dragon Ball Z Movie 11: Super Senshi Gekiha!! Katsu no wa Ore da",https://cdn.myanimelist.net/images/characters/5/312402.jpg
1176,"Sakurayashiki, Kaoru",26,https://myanimelist.net/character/188064/Kaoru_Sakurayashiki,1429,"SK∞ (OVA), SK∞",https://cdn.myanimelist.net/images/characters/13/422621.jpg
1177,"Fotia, Lio",undefined,https://myanimelist.net/character/168936/Lio_Fotia,1427,"Promare, Promare: Lio-hen",https://cdn.myanimelist.net/images/characters/8/509557.jpg
1178,"Yosano, Akiko",25,https://myanimelist.net/character/132505/Akiko_Yosano,1427,"Bungou Stray Dogs, Bungou Stray Dogs 2nd Season, Bungou Stray Dogs: Hitori Ayumu",https://cdn.myanimelist.net/images/characters/8/303821.jpg
1179,Canute,undefined,https://myanimelist.net/character/17438/Canute,1424,"Vinland Saga, Vinland Saga Season 2",https://cdn.myanimelist.net/images/characters/2/395761.jpg
1180,"Takizawa, Akira",21,https://myanimelist.net/character/19930/Akira_Takizawa,1423,"Higashi no Eden, Higashi no Eden Movie I: The King of Eden, Higashi no Eden Movie II: Paradise Lost",https://cdn.myanimelist.net/images/characters/4/49295.jpg
1181,"Isayama, Yomi",undefined,https://myanimelist.net/character/9797/Yomi_Isayama,1423,"Ga-Rei: Zero, Tokyo ESP",https://cdn.myanimelist.net/images/characters/8/315666.jpg
1182,"Kyrielight, Mash",undefined,https://myanimelist.net/character/145733/Mash_Kyrielight,1418,"Fate/Grand Order: First Order, Fate/Grand Order, Fate/Grand Order: Moonlight/Lostroom",https://cdn.myanimelist.net/images/characters/2/426891.jpg
1183,Belldandy,undefined,https://myanimelist.net/character/756/Belldandy,1417,"Aa! Megami-sama!, Aa! Megami-sama! (TV), Aa! Megami-sama!: Chichaitte Koto wa Benri da ne",https://cdn.myanimelist.net/images/characters/2/87490.jpg
1184,"Togashi, Yuuta",15,https://myanimelist.net/character/65863/Yuuta_Togashi,1414,"Chuunibyou demo Koi ga Shitai!, Chuunibyou demo Koi ga Shitai! Lite, Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel",https://cdn.myanimelist.net/images/characters/6/173407.jpg
1185,"Date, Masamune",undefined,https://myanimelist.net/character/16302/Masamune_Date,1411,"Sengoku Basara, Sengoku Basara Ni, Sengoku Basara Movie: The Last Party",https://cdn.myanimelist.net/images/characters/16/75897.jpg
1186,"Uzaki, Hana",19,https://myanimelist.net/character/167031/Hana_Uzaki,1409,"Uzaki-chan wa Asobitai!, Uzaki-chan wa Asobitai! Double",https://cdn.myanimelist.net/images/characters/3/371829.jpg
1187,"Sawachika, Eri",undefined,https://myanimelist.net/character/201/Eri_Sawachika,1409,"School Rumble, School Rumble: Ichi Gakki Hoshuu, School Rumble Ni Gakki",https://cdn.myanimelist.net/images/characters/4/80510.jpg
1188,"Akechi, Gorou",17,https://myanimelist.net/character/144051/Gorou_Akechi,1405,"Persona 5 the Animation: The Day Breakers, Persona 5 the Animation, Persona 5 the Animation TV Specials",https://cdn.myanimelist.net/images/characters/13/328865.jpg
1189,"Shimazu, Toyohisa",undefined,https://myanimelist.net/character/24183/Toyohisa_Shimazu,1404,"Drifters, Drifters: Special Edition, Drifters (OVA)",https://cdn.myanimelist.net/images/characters/8/313441.jpg
1190,United Kingdom,23,https://myanimelist.net/character/14795/United_Kingdom,1402,"Hetalia Axis Powers, Hetalia Axis Powers Movie: Paint it, White, Hetalia World Series",https://cdn.myanimelist.net/images/characters/14/89432.jpg
1191,"Nakagawa, Ouran",undefined,https://myanimelist.net/character/108973/Ouran_Nakagawa,1398,"Dead Dead Demons Dededede Destruction, Dead Dead Demons Dededede Destruction (ONA)",https://cdn.myanimelist.net/images/characters/14/367200.jpg
1192,"Okumura, Yukio",15,https://myanimelist.net/character/24734/Yukio_Okumura,1398,"Ao no Exorcist, Ao no Exorcist: Ura Ex, Ao no Exorcist Movie",https://cdn.myanimelist.net/images/characters/13/114364.jpg
1193,Zwei,undefined,https://myanimelist.net/character/18160/Zwei,1397,"Phantom The Animation, Phantom: Requiem for the Phantom, Phantom: Requiem for the Phantom Picture Drama",https://cdn.myanimelist.net/images/characters/9/58352.jpg
1194,"Sakayanagi, Arisu",16,https://myanimelist.net/character/152154/Arisu_Sakayanagi,1396,"Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e, Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season, Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season",https://cdn.myanimelist.net/images/characters/9/539103.jpg
1195,"Touden, Laios",26,https://myanimelist.net/character/134262/Laios_Touden,1395,"Dungeon Meshi PVs, Dungeon Meshi, Dungeon Meshi 2nd Season",https://cdn.myanimelist.net/images/characters/15/512504.jpg
1196,Zeno,17,https://myanimelist.net/character/67753/Zeno,1395,"Akatsuki no Yona OVA, Akatsuki no Yona",https://cdn.myanimelist.net/images/characters/2/275374.jpg
1197,"Sakurai, Tomoki",14,https://myanimelist.net/character/23490/Tomoki_Sakurai,1395,"Sora no Otoshimono, Sora no Otoshimono: Project Pink, Sora no Otoshimono Forte",https://cdn.myanimelist.net/images/characters/9/87573.jpg
1198,"Tempest, Veldora",undefined,https://myanimelist.net/character/131932/Veldora_Tempest,1394,"Tensei shitara Slime Datta Ken: Kanwa - Veldora Nikki, Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2, Tensei shitara Slime Datta Ken 3rd Season: Kanwa - Diablo Nikki",https://cdn.myanimelist.net/images/characters/7/360786.jpg
1199,"Ginoza, Nobuchika",undefined,https://myanimelist.net/character/69057/Nobuchika_Ginoza,1393,"Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu, Psycho-Pass Movie: Providence, Psycho-Pass",https://cdn.myanimelist.net/images/characters/10/198005.jpg
1200,"Tachibana, Hina",undefined,https://myanimelist.net/character/122367/Hina_Tachibana,1392,Domestic na Kanojo,https://cdn.myanimelist.net/images/characters/13/385149.jpg
1201,"Hinamori, Amu",11,https://myanimelist.net/character/5424/Amu_Hinamori,1392,"Shugo Chara!, Shugo Chara!! Doki, Shugo Chara! Party!",https://cdn.myanimelist.net/images/characters/15/287635.jpg
1202,Kurokami no Onna,undefined,https://myanimelist.net/character/82037/Kurokami_no_Onna,1390,"Death Billiards, Death Parade",https://cdn.myanimelist.net/images/characters/4/275325.jpg
1203,"Saten, Ruiko",12,https://myanimelist.net/character/20626/Ruiko_Saten,1390,"Toaru Kagaku no Railgun, Toaru Kagaku no Railgun: Motto Marutto Railgun, Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara",https://cdn.myanimelist.net/images/characters/13/405744.jpg
1204,"Heat, Brandon",undefined,https://myanimelist.net/character/415/Brandon_Heat,1388,Gungrave,https://cdn.myanimelist.net/images/characters/10/80723.jpg
1205,"Imamura, Kouhei",18,https://myanimelist.net/character/144582/Kouhei_Imamura,1386,Grand Blue,https://cdn.myanimelist.net/images/characters/6/387496.jpg
1206,Sango,16,https://myanimelist.net/character/1355/Sango,1377,"InuYasha, InuYasha Movie 2: Kagami no Naka no Mugenjou, InuYasha: Kanketsu-hen",https://cdn.myanimelist.net/images/characters/15/41187.jpg
1207,"Hasegawa, Kobato",13,https://myanimelist.net/character/37698/Kobato_Hasegawa,1375,"Boku wa Tomodachi ga Sukunai, Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi, Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai",https://cdn.myanimelist.net/images/characters/8/126895.jpg
1208,"Yuzaki, Nasa",undefined,https://myanimelist.net/character/169840/Nasa_Yuzaki,1370,"Tonikaku Kawaii, Tonikaku Kawaii: SNS, Tonikaku Kawaii: Kaisou",https://cdn.myanimelist.net/images/characters/7/395696.jpg
1209,"Anjou, Naruko",undefined,https://myanimelist.net/character/40593/Naruko_Anjou,1368,"Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai., Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie, Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.: Menma e no Tegami",https://cdn.myanimelist.net/images/characters/10/121622.jpg
1210,"Sasaki, Shuumei",undefined,https://myanimelist.net/character/152821/Shuumei_Sasaki,1367,"Sasaki to Miyano, Sasaki to Miyano: Koi ni Kizuku Mae no Chotto Shita Hanashi., Sasaki to Miyano Movie: Sotsugyou-hen",https://cdn.myanimelist.net/images/characters/4/334768.jpg
1211,"Kudou, Chika",undefined,https://myanimelist.net/character/101457/Chika_Kudou,1361,"Kono Oto Tomare!, Kono Oto Tomare! Part 2",https://cdn.myanimelist.net/images/characters/7/331067.jpg
1212,"Zoldyck, Alluka",11,https://myanimelist.net/character/52425/Alluka_Zoldyck,1361,Hunter x Hunter (2011),https://cdn.myanimelist.net/images/characters/4/294552.jpg
1213,Diane,undefined,https://myanimelist.net/character/74653/Diane,1359,"Nanatsu no Taizai, Nanatsu no Taizai OVA, Nanatsu no Taizai: Seisen no Shirushi",https://cdn.myanimelist.net/images/characters/9/273829.jpg
1214,"Augus, Mikazuki",undefined,https://myanimelist.net/character/131894/Mikazuki_Augus,1358,"Kidou Senshi Gundam: Tekketsu no Orphans, Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season, Kidou Senshi Gundam: Tekketsu no Orphans - Tokubetsu-hen",https://cdn.myanimelist.net/images/characters/11/328479.jpg
1215,"Tachibana, Marika",17,https://myanimelist.net/character/66597/Marika_Tachibana,1358,"Nisekoi, Nisekoi OVA, Nisekoi:",https://cdn.myanimelist.net/images/characters/13/241915.jpg
1216,"Jigen, Daisuke",undefined,https://myanimelist.net/character/1045/Daisuke_Jigen,1357,"Lupin III, Lupin III: Alcatraz Connection, Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori",https://cdn.myanimelist.net/images/characters/4/100876.jpg
1217,"Romanée-Conti, Petelgeuse",undefined,https://myanimelist.net/character/141521/Petelgeuse_Romanée-Conti,1353,"Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie, Re:Zero kara Hajimeru Isekai Seikatsu, Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season",https://cdn.myanimelist.net/images/characters/5/433803.jpg
1218,"Gamma, Narberal",undefined,https://myanimelist.net/character/117747/Narberal_Gamma,1351,"Overlord: Oukoku no Kan-tachi - Drama CD-tsuki Tokusou-ban, Overlord, Overlord: Ple Ple Pleiades",https://cdn.myanimelist.net/images/characters/13/321387.jpg
1219,"Shirogane, Naoto",15,https://myanimelist.net/character/16249/Naoto_Shirogane,1351,"Persona 4 the Animation, Persona 4 the Animation: No One is Alone, Persona 4 the Golden Animation",https://cdn.myanimelist.net/images/characters/16/138013.jpg
1220,"Clyne, Lacus",16,https://myanimelist.net/character/116/Lacus_Clyne,1350,"Kidou Senshi Gundam SEED, Kidou Senshi Gundam SEED Destiny, Kidou Senshi Gundam SEED Destiny Final Plus: Erabareta Mirai",https://cdn.myanimelist.net/images/characters/12/122415.jpg
1221,"Jones, Abigail",undefined,https://myanimelist.net/character/177628/Abigail_Jones,1347,"Great Pretender, Great Pretender: Razbliuto",https://cdn.myanimelist.net/images/characters/4/410026.jpg
1222,"Matsumae, Ohana",16,https://myanimelist.net/character/36184/Ohana_Matsumae,1346,"Hanasaku Iroha, Hanasaku Iroha Movie: Home Sweet Home, Utopia",https://cdn.myanimelist.net/images/characters/6/132503.jpg
1223,"Bodewig, Laura",undefined,https://myanimelist.net/character/35663/Laura_Bodewig,1344,"IS: Infinite Stratos, IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou, IS: Infinite Stratos 2",https://cdn.myanimelist.net/images/characters/14/216583.jpg
1224,"Maebara, Keiichi",undefined,https://myanimelist.net/character/1851/Keiichi_Maebara,1342,"Higurashi no Naku Koro ni, Higurashi no Naku Koro ni Kai, Higurashi no Naku Koro ni Special: Nekogoroshi-hen",https://cdn.myanimelist.net/images/characters/4/251221.jpg
1225,"Gojou, Wakana",15,https://myanimelist.net/character/166438/Wakana_Gojou,1341,"Sono Bisque Doll wa Koi wo Suru, Sono Bisque Doll wa Koi wo Suru (Zoku-hen)",https://cdn.myanimelist.net/images/characters/5/472608.jpg
1226,"Nishikinomiya, Anna",undefined,https://myanimelist.net/character/115699/Anna_Nishikinomiya,1340,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,https://cdn.myanimelist.net/images/characters/3/290523.jpg
1227,"Nonaka, Haru",18,https://myanimelist.net/character/11766/Haru_Nonaka,1340,"Yesterday wo Utatte, Yesterday wo Utatte: Haishin-ban Episode",https://cdn.myanimelist.net/images/characters/16/407515.jpg
1228,"Ayase, Eri",17,https://myanimelist.net/character/46173/Eri_Ayase,1337,"Bokura no Live Kimi to no Life, Snow Halation, Natsu-iro Egao de 1, 2, Jump!",https://cdn.myanimelist.net/images/characters/10/200925.jpg
1229,Mumei,12,https://myanimelist.net/character/136529/Mumei,1336,"Koutetsujou no Kabaneri, Koutetsujou no Kabaneri Movie 1: Tsudou Hikari, Koutetsujou no Kabaneri Movie 2: Moeru Inochi",https://cdn.myanimelist.net/images/characters/8/302922.jpg
1230,"Nanami, Touko",16,https://myanimelist.net/character/137996/Touko_Nanami,1334,Yagate Kimi ni Naru,https://cdn.myanimelist.net/images/characters/10/397150.jpg
1231,Kofuku,undefined,https://myanimelist.net/character/92851/Kofuku,1330,"Noragami, Noragami OVA, Noragami Aragoto",https://cdn.myanimelist.net/images/characters/5/236177.jpg
1232,"Odokawa, Hiroshi",undefined,https://myanimelist.net/character/191215/Hiroshi_Odokawa,1328,"Odd Taxi, Odd Taxi Movie: In the Woods",https://cdn.myanimelist.net/images/characters/7/429765.jpg
1233,"Araragi, Tsukihi",13,https://myanimelist.net/character/24195/Tsukihi_Araragi,1327,"Nisemonogatari, Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin, Monogatari Series: Off & Monster Season",https://cdn.myanimelist.net/images/characters/12/302728.jpg
1234,Syaoran,undefined,https://myanimelist.net/character/126/Syaoran,1326,"Tsubasa Chronicle, Tsubasa Chronicle: Tori Kago no Kuni no Himegimi, Tsubasa Chronicle 2nd Season",https://cdn.myanimelist.net/images/characters/11/88326.jpg
1235,"Akiyama, Yukari",undefined,https://myanimelist.net/character/62945/Yukari_Akiyama,1325,"Girls & Panzer, Girls & Panzer Specials, Girls & Panzer: Shoukai Shimasu!",https://cdn.myanimelist.net/images/characters/13/220639.jpg
1236,"Ralei, Ninym",undefined,https://myanimelist.net/character/192049/Ninym_Ralei,1323,"Tensai Ouji no Akaji Kokka Saisei Jutsu, Tensai Ouji no Akaji Kokka Saisei Jutsu: Short Drama",https://cdn.myanimelist.net/images/characters/16/460657.jpg
1237,"Arima, Kishou",29,https://myanimelist.net/character/111767/Kishou__Arima,1323,"Tokyo Ghoul: ""Jack"", Tokyo Ghoul, Tokyo Ghoul √A",https://cdn.myanimelist.net/images/characters/5/257935.jpg
1238,"Shiodome, Miuna",undefined,https://myanimelist.net/character/92743/Miuna_Shiodome,1323,Nagi no Asu kara,https://cdn.myanimelist.net/images/characters/9/240687.jpg
1239,"Kanda, Sorata",17,https://myanimelist.net/character/64169/Sorata_Kanda,1318,Sakura-sou no Pet na Kanojo,https://cdn.myanimelist.net/images/characters/15/258279.jpg
1240,"Kawamoto, Akari",23,https://myanimelist.net/character/24311/Akari_Kawamoto,1314,"3-gatsu no Lion, 3-gatsu no Lion Recap, 3-gatsu no Lion 2nd Season",https://cdn.myanimelist.net/images/characters/9/316046.jpg
1241,Canti,undefined,https://myanimelist.net/character/633/Canti,1311,"FLCL, FLCL Progressive",https://cdn.myanimelist.net/images/characters/11/128905.jpg
1242,Iris,16,https://myanimelist.net/character/133769/Iris,1309,"Enen no Shouboutai, Enen no Shouboutai: Ni no Shou, Enen no Shouboutai Mini Anime",https://cdn.myanimelist.net/images/characters/9/384768.jpg
1243,"Persia, Juliet",undefined,https://myanimelist.net/character/131194/Juliet_Persia,1305,Kishuku Gakkou no Juliet,https://cdn.myanimelist.net/images/characters/3/483048.jpg
1244,"Hyuuga, Natsume",11,https://myanimelist.net/character/2394/Natsume_Hyuuga,1304,Gakuen Alice,https://cdn.myanimelist.net/images/characters/15/118829.jpg
1245,"Akasaka, Ryuunosuke",16,https://myanimelist.net/character/64173/Ryuunosuke_Akasaka,1303,Sakura-sou no Pet na Kanojo,https://cdn.myanimelist.net/images/characters/14/315347.jpg
1246,"Koyanagi, Hanako",27,https://myanimelist.net/character/137265/Hanako_Koyanagi,1302,"Wotaku ni Koi wa Muzukashii, Wotaku ni Koi wa Muzukashii OVA",https://cdn.myanimelist.net/images/characters/7/348851.jpg
1247,"Teruhashi, Kokomi",undefined,https://myanimelist.net/character/106145/Kokomi_Teruhashi,1302,"Saiki Kusuo no Ψ-nan, Saiki Kusuo no Ψ-nan 2, Saiki Kusuo no Ψ-nan: Kanketsu-hen",https://cdn.myanimelist.net/images/characters/2/311291.jpg
1248,"von Oberstein, Paul",undefined,https://myanimelist.net/character/12898/Paul_von_Oberstein,1302,"Ginga Eiyuu Densetsu, Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai, Ginga Eiyuu Densetsu: Die Neue These - Kaikou",https://cdn.myanimelist.net/images/characters/11/131297.jpg
1249,Mahito,undefined,https://myanimelist.net/character/164481/Mahito,1301,"Jujutsu Kaisen, Jujutsu Kaisen 2nd Season, Jujutsu Kaisen 2nd Season Recaps",https://cdn.myanimelist.net/images/characters/5/446508.jpg
1250,"Takamachi, Nanoha",9,https://myanimelist.net/character/2010/Nanoha_Takamachi,1301,"Mahou Shoujo Lyrical Nanoha, Mahou Shoujo Lyrical Nanoha A's, Mahou Shoujo Lyrical Nanoha StrikerS",https://cdn.myanimelist.net/images/characters/7/226583.jpg
1251,"Tanaka, Yukio",undefined,https://myanimelist.net/character/676/Yukio_Tanaka,1300,Beck,https://cdn.myanimelist.net/images/characters/4/81454.jpg
1252,Mizuki,undefined,https://myanimelist.net/character/37872/Mizuki,1295,"Kamisama Hajimemashita, Kamisama Hajimemashita OVA, Kamisama Hajimemashita◎",https://cdn.myanimelist.net/images/characters/16/194005.jpg
1253,"Matsuno, Ichimatsu",undefined,https://myanimelist.net/character/130934/Ichimatsu_Matsuno,1290,"Osomatsu-kun (1988), Osomatsu-kun, Osomatsu-san",https://cdn.myanimelist.net/images/characters/15/293809.jpg
1254,"Kitashirakawa, Tamako",16,https://myanimelist.net/character/74850/Tamako_Kitashirakawa,1287,"Tamako Market, Tamako Market Specials, Tamako Love Story",https://cdn.myanimelist.net/images/characters/11/188208.jpg
1255,"Minakami, Mai",undefined,https://myanimelist.net/character/10421/Mai_Minakami,1285,"Nichijou: Nichijou no 0-wa, Nichijou, Nichijou: Original Jikai Yokoku",https://cdn.myanimelist.net/images/characters/3/122625.jpg
1256,Temari,15,https://myanimelist.net/character/2174/Temari,1284,"Naruto, Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!, Naruto: Shippuuden",https://cdn.myanimelist.net/images/characters/13/292452.jpg
1257,"Aizawa, Tomo",undefined,https://myanimelist.net/character/132225/Tomo_Aizawa,1283,Tomo-chan wa Onnanoko!,https://cdn.myanimelist.net/images/characters/9/502103.jpg
1258,"Mizuno, Ami",undefined,https://myanimelist.net/character/2366/Ami_Mizuno,1281,"Bishoujo Senshi Sailor Moon, Bishoujo Senshi Sailor Moon R: The Movie, Bishoujo Senshi Sailor Moon S",https://cdn.myanimelist.net/images/characters/7/258703.jpg
1259,"Usagiyama, Rumi",undefined,https://myanimelist.net/character/162596/Rumi_Usagiyama,1280,"Boku no Hero Academia 4th Season, Boku no Hero Academia 5th Season, Boku no Hero Academia 6th Season",https://cdn.myanimelist.net/images/characters/13/516528.jpg
1260,"Hirose, Kouichi",undefined,https://myanimelist.net/character/24496/Kouichi_Hirose,1278,"JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai, Kishibe Rohan wa Ugokanai, JoJo no Kimyou na Bouken Part 5: Ougon no Kaze",https://cdn.myanimelist.net/images/characters/3/132397.jpg
1261,"Kagemori, Michiru",18,https://myanimelist.net/character/176430/Michiru_Kagemori,1277,BNA,https://cdn.myanimelist.net/images/characters/4/410952.jpg
1262,"Iida, Tenya",15,https://myanimelist.net/character/117913/Tenya_Iida,1277,"Boku no Hero Academia, Boku no Hero Academia 2nd Season, Boku no Hero Academia: Sukue! Kyuujo Kunren!",https://cdn.myanimelist.net/images/characters/16/299418.jpg
1263,Frankenstein,820,https://myanimelist.net/character/48753/Frankenstein,1276,"Noblesse: Awakening, Noblesse, Noblesse: Pamyeol-ui Sijak",https://cdn.myanimelist.net/images/characters/14/246445.jpg
1264,"Makinami, Mari Illustrious",16,https://myanimelist.net/character/21512/Mari_Illustrious_Makinami,1276,"Evangelion Shito, Hakata Shuurai, Evangelion Movie 2: Ha, Evangelion Movie 3: Q",https://cdn.myanimelist.net/images/characters/6/131325.jpg
1265,"Hiiragi, Shinya",24,https://myanimelist.net/character/112745/Shinya_Hiiragi,1275,"Owari no Seraph, Owari no Seraph: Nagoya Kessen-hen, Owaranai Seraph",https://cdn.myanimelist.net/images/characters/11/285559.jpg
1266,"Kamishiro, Rize",undefined,https://myanimelist.net/character/103409/Rize_Kamishiro,1275,"Tokyo Ghoul, Tokyo Ghoul:re 2nd Season",https://cdn.myanimelist.net/images/characters/15/251965.jpg
1267,"Liones, Elizabeth",16,https://myanimelist.net/character/72923/Elizabeth_Liones,1275,"Nanatsu no Taizai, Nanatsu no Taizai OVA, Nanatsu no Taizai: Seisen no Shirushi",https://cdn.myanimelist.net/images/characters/11/255449.jpg
1268,"Kaga, Rin",6,https://myanimelist.net/character/12669/Rin_Kaga,1274,"Usagi Drop, Usagi Drop Specials",https://cdn.myanimelist.net/images/characters/7/124583.jpg
1269,"Lee, Lenalee",16,https://myanimelist.net/character/141/Lenalee_Lee,1274,"D.Gray-man, D.Gray-man Hallow",https://cdn.myanimelist.net/images/characters/12/40740.jpg
1270,Buggy,37,https://myanimelist.net/character/725/Buggy,1273,"One Piece: Mezase! Kaizoku Yakyuu Ou, One Piece, One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou",https://cdn.myanimelist.net/images/characters/6/69112.jpg
1271,"Takagi, Akito",14,https://myanimelist.net/character/14552/Akito_Takagi,1272,"Bakuman., Bakuman. 2nd Season, Bakuman. 3rd Season",https://cdn.myanimelist.net/images/characters/8/142279.jpg
1272,"Hanemiya, Kazutora",15,https://myanimelist.net/character/173219/Kazutora_Hanemiya,1271,"Tokyo Revengers, Tokyo Revengers: Seiya Kessen-hen",https://cdn.myanimelist.net/images/characters/15/387997.jpg
1273,Nymph,undefined,https://myanimelist.net/character/23496/Nymph,1268,"Sora no Otoshimono, Sora no Otoshimono: Project Pink, Sora no Otoshimono Forte",https://cdn.myanimelist.net/images/characters/16/80576.jpg
1274,"Seo, Yuzuki",16,https://myanimelist.net/character/88395/Yuzuki_Seo,1266,"Gekkan Shoujo Nozaki-kun, Gekkan Shoujo Nozaki-kun Specials",https://cdn.myanimelist.net/images/characters/12/279944.jpg
1275,"de Lute Ima, Elucia",298,https://myanimelist.net/character/14015/Elucia_de_Lute_Ima,1265,"Kami nomi zo Shiru Sekai, Kami nomi zo Shiru Sekai: Flag 0, Kami nomi zo Shiru Sekai II",https://cdn.myanimelist.net/images/characters/4/122016.jpg
1276,"Pappitson, Charmy",undefined,https://myanimelist.net/character/143724/Charmy_Pappitson,1263,"Black Clover, Black Clover: Jump Festa 2018 Special, Mugyutto! Black Clover",https://cdn.myanimelist.net/images/characters/15/338850.jpg
1277,"Kawabuchi, Sentarou",15,https://myanimelist.net/character/56861/Sentarou_Kawabuchi,1261,Sakamichi no Apollon,https://cdn.myanimelist.net/images/characters/7/173351.jpg
1278,"Mikazuki, Yozora",undefined,https://myanimelist.net/character/37513/Yozora_Mikazuki,1259,"Boku wa Tomodachi ga Sukunai, Boku wa Tomodachi ga Sukunai: Yaminabe wa Bishoujo ga Zannen na Nioi, Boku wa Tomodachi ga Sukunai: Relay Shousetsu wa Ketsumatsu ga Hanpanai",https://cdn.myanimelist.net/images/characters/15/150969.jpg
1279,"Sakura, Futaba",15,https://myanimelist.net/character/142802/Futaba_Sakura,1257,"Persona 5 the Animation TV Specials, Persona 5 the Animation, Persona 5 the Animation Specials",https://cdn.myanimelist.net/images/characters/2/309253.jpg
1280,"Kuga, Yuuma",11,https://myanimelist.net/character/81239/Yuuma_Kuga,1257,"World Trigger, World Trigger 2nd Season, World Trigger 3rd Season",https://cdn.myanimelist.net/images/characters/12/325835.jpg
1281,Kuro,undefined,https://myanimelist.net/character/84811/Kuro,1255,"Servamp, Servamp Specials, Servamp Movie: Alice in the Garden",https://cdn.myanimelist.net/images/characters/12/296343.jpg
1282,"Tateyama, Ayano",15,https://myanimelist.net/character/67957/Ayano_Tateyama,1255,"Mekakucity Actors, Mekakucity Records, Additional Memory",https://cdn.myanimelist.net/images/characters/3/334598.jpg
1283,"Hanato, Kobato",undefined,https://myanimelist.net/character/5343/Kobato_Hanato,1254,"Kobato., Kobato.: Hajimete no Kobato.",https://cdn.myanimelist.net/images/characters/3/69261.jpg
1284,"Asakura, Hao",undefined,https://myanimelist.net/character/172/Hao_Asakura,1253,"Shaman King, Shaman King (2021), Shaman King: Flowers",https://cdn.myanimelist.net/images/characters/14/251443.jpg
